Track ID,Track Name,Artist,Album,Release Date,Duration (ms),Views,Likes,Explicit,Artist ID,Artist Name,Genre,Subscribers,Popularity,Album ID,Album Name,Total Tracks,Playlist ID,Playlist Name,Description,Owner,User ID,User Name,Country,Subscription Level
1549,Blinding Lights,The Weeknd,Happier Than Ever,2021-11-06,275573,3742621,688193,False,1549,Ed Sheeran,Pop,248997,72,1549,BE,49,1549,Playlist 1549,Sample playlist description,User 1549,1549,User 1549,UK,Premium
1550,Peaches,Billie Eilish,30,2010-09-16,185840,7798173,401538,False,1550,Adele,Hip-Hop,40534,59,1550,30,14,1550,Playlist 1550,Sample playlist description,User 1550,1550,User 1550,UK,Free
1551,Dynamite,Adele,Justice,2012-06-26,264400,6144535,604775,False,1551,Billie Eilish,R&B,196024,55,1551,30,14,1551,Playlist 1551,Sample playlist description,User 1551,1551,User 1551,US,Family
1552,7 rings,The Weeknd,Happier Than Ever,2006-07-24,255407,9748342,290159,False,1552,Drake,Country,639498,56,1552,BE,41,1552,Playlist 1552,Sample playlist description,User 1552,1552,User 1552,US,Free
1553,Shape of You,Billie Eilish,Justice,2018-06-02,208557,1248744,469527,True,1553,Post Malone,R&B,78657,55,1553,After Hours,2,1553,Playlist 1553,Sample playlist description,User 1553,1553,User 1553,US,Premium
1554,Peaches,The Weeknd,Happier Than Ever,2021-07-25,284711,8258482,999870,False,1554,Ed Sheeran,Pop,56276,84,1554,"Thank U, Next",34,1554,Playlist 1554,Sample playlist description,User 1554,1554,User 1554,AU,Premium
1555,Blinding Lights,Adele,Divide,2011-01-11,197262,6359523,438390,False,1555,BTS,Hip-Hop,521837,39,1555,After Hours,50,1555,Playlist 1555,Sample playlist description,User 1555,1555,User 1555,CA,Free
1556,7 rings,Drake,1989,2004-11-06,263566,9944650,548723,False,1556,Ariana Grande,Rock,75889,83,1556,Views,19,1556,Playlist 1556,Sample playlist description,User 1556,1556,User 1556,CA,Free
1557,Circles,Adele,"Thank U, Next",2002-02-08,250415,1716390,630525,False,1557,The Weeknd,Rock,292373,73,1557,BE,49,1557,Playlist 1557,Sample playlist description,User 1557,1557,User 1557,CA,Premium
1558,7 rings,Post Malone,Hollywood's Bleeding,2012-07-04,280964,5340622,445097,True,1558,Ed Sheeran,R&B,84449,52,1558,Justice,47,1558,Playlist 1558,Sample playlist description,User 1558,1558,User 1558,DE,Premium
1559,Bad Guy,Taylor Swift,BE,2016-01-17,296680,4145392,37844,True,1559,BTS,Rock,893725,58,1559,1989,26,1559,Playlist 1559,Sample playlist description,User 1559,1559,User 1559,AU,Premium
1560,7 rings,Taylor Swift,BE,2016-08-20,243886,7091288,33100,True,1560,Ariana Grande,R&B,34922,91,1560,Divide,30,1560,Playlist 1560,Sample playlist description,User 1560,1560,User 1560,UK,Free
1561,Hotline Bling,Ariana Grande,"Thank U, Next",2017-09-06,241670,3936596,972147,False,1561,Taylor Swift,Hip-Hop,383365,12,1561,Hollywood's Bleeding,37,1561,Playlist 1561,Sample playlist description,User 1561,1561,User 1561,DE,Family
1562,Blinding Lights,Taylor Swift,30,2006-02-03,182582,109766,976199,True,1562,Taylor Swift,Country,509047,8,1562,Happier Than Ever,2,1562,Playlist 1562,Sample playlist description,User 1562,1562,User 1562,AU,Premium
1563,Peaches,The Weeknd,Divide,2021-11-10,263327,710967,285984,False,1563,The Weeknd,R&B,974196,29,1563,Happier Than Ever,12,1563,Playlist 1563,Sample playlist description,User 1563,1563,User 1563,DE,Family
1564,7 rings,Justin Bieber,Hollywood's Bleeding,2015-03-24,286770,6667399,700780,True,1564,Ed Sheeran,Hip-Hop,73347,1,1564,Happier Than Ever,33,1564,Playlist 1564,Sample playlist description,User 1564,1564,User 1564,UK,Family
1565,Shake It Off,Ariana Grande,Views,2023-06-22,198238,4768603,308504,True,1565,Billie Eilish,Rock,360362,44,1565,Justice,33,1565,Playlist 1565,Sample playlist description,User 1565,1565,User 1565,AU,Premium
1566,Bad Guy,Taylor Swift,30,2000-02-05,210963,3115020,777583,False,1566,BTS,R&B,978747,21,1566,"Thank U, Next",11,1566,Playlist 1566,Sample playlist description,User 1566,1566,User 1566,CA,Family
1567,Easy On Me,Ed Sheeran,Hollywood's Bleeding,2002-11-27,257096,2816547,710739,False,1567,BTS,Rock,748254,24,1567,Justice,3,1567,Playlist 1567,Sample playlist description,User 1567,1567,User 1567,UK,Free
1568,Easy On Me,Taylor Swift,Happier Than Ever,2003-08-10,195012,4326151,941116,True,1568,Adele,Hip-Hop,695387,2,1568,Divide,35,1568,Playlist 1568,Sample playlist description,User 1568,1568,User 1568,UK,Family
1569,Shape of You,Drake,30,2007-04-14,194706,7097413,274099,True,1569,Ed Sheeran,R&B,729309,20,1569,Happier Than Ever,24,1569,Playlist 1569,Sample playlist description,User 1569,1569,User 1569,UK,Family
1570,Circles,Justin Bieber,30,2016-07-14,228260,1879459,990093,False,1570,Justin Bieber,R&B,584379,95,1570,Divide,4,1570,Playlist 1570,Sample playlist description,User 1570,1570,User 1570,DE,Family
1571,Shake It Off,Adele,After Hours,2017-10-01,267745,3709096,796479,False,1571,Adele,R&B,973888,35,1571,Happier Than Ever,14,1571,Playlist 1571,Sample playlist description,User 1571,1571,User 1571,UK,Family
1572,Dynamite,Post Malone,After Hours,2010-07-27,206231,3395462,741099,False,1572,Drake,Pop,105975,47,1572,Justice,8,1572,Playlist 1572,Sample playlist description,User 1572,1572,User 1572,US,Family
1573,Peaches,Post Malone,Happier Than Ever,2002-11-21,190147,2045210,33519,True,1573,Ed Sheeran,R&B,100708,30,1573,"Thank U, Next",21,1573,Playlist 1573,Sample playlist description,User 1573,1573,User 1573,UK,Free
1574,7 rings,Ed Sheeran,"Thank U, Next",2002-02-11,264287,2917328,842261,True,1574,Adele,Country,572583,67,1574,"Thank U, Next",35,1574,Playlist 1574,Sample playlist description,User 1574,1574,User 1574,AU,Family
1575,7 rings,The Weeknd,Views,2009-04-11,246632,5774764,656145,True,1575,Drake,Hip-Hop,490592,47,1575,Divide,12,1575,Playlist 1575,Sample playlist description,User 1575,1575,User 1575,US,Free
1576,Shape of You,Taylor Swift,1989,2001-09-28,262427,451605,106200,False,1576,Ariana Grande,Rock,130509,20,1576,BE,32,1576,Playlist 1576,Sample playlist description,User 1576,1576,User 1576,UK,Premium
1577,Shake It Off,Ed Sheeran,BE,2004-09-12,284700,4021190,145911,True,1577,Adele,R&B,404044,98,1577,30,10,1577,Playlist 1577,Sample playlist description,User 1577,1577,User 1577,AU,Premium
1578,Bad Guy,Justin Bieber,"Thank U, Next",2013-07-11,234547,3895706,180372,True,1578,The Weeknd,Country,794529,31,1578,1989,23,1578,Playlist 1578,Sample playlist description,User 1578,1578,User 1578,CA,Family
1579,Easy On Me,Billie Eilish,Divide,2013-10-28,290040,6876546,94051,True,1579,The Weeknd,Country,889839,92,1579,30,47,1579,Playlist 1579,Sample playlist description,User 1579,1579,User 1579,AU,Free
1580,Shape of You,The Weeknd,Divide,2016-06-09,245799,1594371,309437,True,1580,Adele,Hip-Hop,857063,97,1580,Hollywood's Bleeding,7,1580,Playlist 1580,Sample playlist description,User 1580,1580,User 1580,DE,Premium
1581,Dynamite,The Weeknd,BE,2011-01-04,218747,5383349,110930,False,1581,Ed Sheeran,Pop,37371,75,1581,1989,43,1581,Playlist 1581,Sample playlist description,User 1581,1581,User 1581,DE,Family
1582,Bad Guy,Billie Eilish,After Hours,2007-08-04,199282,2178346,446742,False,1582,Drake,Hip-Hop,523360,11,1582,Hollywood's Bleeding,39,1582,Playlist 1582,Sample playlist description,User 1582,1582,User 1582,US,Premium
1583,Dynamite,Ed Sheeran,30,2012-08-27,250876,8112433,402476,False,1583,Ed Sheeran,Country,966028,25,1583,Happier Than Ever,19,1583,Playlist 1583,Sample playlist description,User 1583,1583,User 1583,AU,Family
1584,Shake It Off,Ariana Grande,Happier Than Ever,2004-02-07,263090,2888304,452885,False,1584,Post Malone,Country,858737,76,1584,Justice,7,1584,Playlist 1584,Sample playlist description,User 1584,1584,User 1584,UK,Free
1585,Peaches,Justin Bieber,30,2015-09-11,222650,5130344,111885,False,1585,Post Malone,Rock,40003,57,1585,Justice,23,1585,Playlist 1585,Sample playlist description,User 1585,1585,User 1585,UK,Family
1586,Shape of You,Justin Bieber,Hollywood's Bleeding,2018-08-16,254279,2077429,970730,True,1586,BTS,Rock,455401,42,1586,30,34,1586,Playlist 1586,Sample playlist description,User 1586,1586,User 1586,US,Family
1587,Dynamite,Taylor Swift,Justice,2003-10-04,273160,305931,590325,False,1587,Justin Bieber,Country,2686,84,1587,1989,50,1587,Playlist 1587,Sample playlist description,User 1587,1587,User 1587,UK,Free
1588,Shake It Off,Drake,BE,2006-02-20,258368,2103017,460923,False,1588,The Weeknd,Hip-Hop,761564,42,1588,BE,34,1588,Playlist 1588,Sample playlist description,User 1588,1588,User 1588,AU,Free
1589,Circles,Billie Eilish,Views,2002-02-02,212985,4601323,967584,False,1589,Adele,Pop,929257,18,1589,"Thank U, Next",17,1589,Playlist 1589,Sample playlist description,User 1589,1589,User 1589,UK,Premium
1590,Dynamite,Post Malone,Happier Than Ever,2008-12-07,217411,8516887,878800,False,1590,Justin Bieber,Country,845550,49,1590,After Hours,28,1590,Playlist 1590,Sample playlist description,User 1590,1590,User 1590,CA,Free
1591,Shake It Off,Adele,BE,2014-04-22,281762,2315523,486952,False,1591,Drake,Hip-Hop,624310,72,1591,Divide,3,1591,Playlist 1591,Sample playlist description,User 1591,1591,User 1591,UK,Free
1592,Shake It Off,Post Malone,Happier Than Ever,2019-04-06,234033,7215616,757627,False,1592,Adele,Country,566434,98,1592,"Thank U, Next",2,1592,Playlist 1592,Sample playlist description,User 1592,1592,User 1592,AU,Free
1593,Shake It Off,Adele,Divide,2023-02-03,245383,97456,158532,False,1593,Taylor Swift,R&B,520956,22,1593,After Hours,49,1593,Playlist 1593,Sample playlist description,User 1593,1593,User 1593,UK,Family
1594,Shape of You,Post Malone,1989,2012-10-11,268433,377891,763390,True,1594,The Weeknd,R&B,344297,88,1594,Views,18,1594,Playlist 1594,Sample playlist description,User 1594,1594,User 1594,DE,Free
1595,7 rings,Billie Eilish,Views,2018-12-26,210851,1634117,762429,True,1595,Post Malone,Country,569429,48,1595,Justice,13,1595,Playlist 1595,Sample playlist description,User 1595,1595,User 1595,UK,Premium
1596,Bad Guy,The Weeknd,30,2006-01-19,215198,413747,79988,True,1596,The Weeknd,Hip-Hop,928197,26,1596,1989,9,1596,Playlist 1596,Sample playlist description,User 1596,1596,User 1596,CA,Family
1597,Bad Guy,The Weeknd,Divide,2013-11-24,279187,4857436,671058,True,1597,Ed Sheeran,Country,581545,75,1597,BE,35,1597,Playlist 1597,Sample playlist description,User 1597,1597,User 1597,AU,Premium
1598,Shape of You,Post Malone,Divide,2023-07-27,200911,2368410,91587,False,1598,The Weeknd,Hip-Hop,968285,13,1598,"Thank U, Next",42,1598,Playlist 1598,Sample playlist description,User 1598,1598,User 1598,AU,Premium
1599,Peaches,BTS,Hollywood's Bleeding,2020-02-02,274952,8472655,169828,False,1599,BTS,Country,541313,12,1599,"Thank U, Next",43,1599,Playlist 1599,Sample playlist description,User 1599,1599,User 1599,AU,Premium
1600,Peaches,Adele,BE,2007-06-04,216285,5743382,419895,False,1600,Billie Eilish,Country,598414,61,1600,1989,2,1600,Playlist 1600,Sample playlist description,User 1600,1600,User 1600,DE,Premium
1601,Peaches,Billie Eilish,Happier Than Ever,2013-07-16,298602,6410351,522958,True,1601,Post Malone,R&B,315846,22,1601,Justice,32,1601,Playlist 1601,Sample playlist description,User 1601,1601,User 1601,AU,Free
1602,Hotline Bling,Justin Bieber,30,2009-04-12,227516,808611,347490,True,1602,Adele,Rock,684726,90,1602,After Hours,17,1602,Playlist 1602,Sample playlist description,User 1602,1602,User 1602,UK,Family
1603,Circles,Billie Eilish,Views,2012-11-02,206362,3650405,738027,False,1603,Billie Eilish,R&B,386835,96,1603,Divide,13,1603,Playlist 1603,Sample playlist description,User 1603,1603,User 1603,UK,Free
1604,Dynamite,The Weeknd,BE,2021-03-23,266894,880069,114655,True,1604,Justin Bieber,Rock,795819,61,1604,Divide,21,1604,Playlist 1604,Sample playlist description,User 1604,1604,User 1604,DE,Family
1605,Bad Guy,Drake,"Thank U, Next",2008-04-28,287994,4452551,663147,True,1605,Drake,Rock,34985,86,1605,"Thank U, Next",26,1605,Playlist 1605,Sample playlist description,User 1605,1605,User 1605,UK,Premium
1606,Bad Guy,Adele,"Thank U, Next",2008-03-09,220236,6251808,826012,True,1606,Ed Sheeran,Country,709409,33,1606,BE,30,1606,Playlist 1606,Sample playlist description,User 1606,1606,User 1606,US,Free
1607,Bad Guy,Billie Eilish,"Thank U, Next",2005-06-11,226886,1075055,890752,False,1607,Taylor Swift,Pop,421603,89,1607,Happier Than Ever,37,1607,Playlist 1607,Sample playlist description,User 1607,1607,User 1607,CA,Family
1608,Hotline Bling,Post Malone,Views,2019-04-15,299710,6776729,191720,True,1608,The Weeknd,R&B,80144,83,1608,Justice,9,1608,Playlist 1608,Sample playlist description,User 1608,1608,User 1608,DE,Premium
1609,Circles,Drake,1989,2021-03-05,265836,718644,154035,True,1609,Billie Eilish,R&B,771777,63,1609,Hollywood's Bleeding,43,1609,Playlist 1609,Sample playlist description,User 1609,1609,User 1609,CA,Free
1610,Shape of You,Billie Eilish,"Thank U, Next",2020-08-20,222604,6056793,166284,True,1610,Drake,Hip-Hop,61712,41,1610,BE,37,1610,Playlist 1610,Sample playlist description,User 1610,1610,User 1610,US,Premium
1611,Blinding Lights,Ed Sheeran,30,2018-07-26,262162,5561787,599090,False,1611,Ariana Grande,Hip-Hop,166632,84,1611,BE,22,1611,Playlist 1611,Sample playlist description,User 1611,1611,User 1611,UK,Free
1612,Shape of You,Ed Sheeran,Views,2008-09-06,297839,8399450,496387,True,1612,Billie Eilish,Pop,350974,53,1612,Hollywood's Bleeding,35,1612,Playlist 1612,Sample playlist description,User 1612,1612,User 1612,AU,Free
1613,Easy On Me,Drake,Happier Than Ever,2016-09-03,299232,9980677,270252,True,1613,Drake,Rock,510218,77,1613,After Hours,14,1613,Playlist 1613,Sample playlist description,User 1613,1613,User 1613,US,Premium
1614,Hotline Bling,Drake,Divide,2017-08-10,199476,4340182,773267,True,1614,The Weeknd,Country,34522,3,1614,30,9,1614,Playlist 1614,Sample playlist description,User 1614,1614,User 1614,CA,Family
1615,Shape of You,Billie Eilish,30,2016-12-06,276620,607263,569479,False,1615,Drake,Pop,364512,45,1615,After Hours,28,1615,Playlist 1615,Sample playlist description,User 1615,1615,User 1615,CA,Family
1616,Shake It Off,The Weeknd,After Hours,2004-01-19,222507,7669628,2476,True,1616,Ariana Grande,R&B,160599,31,1616,After Hours,11,1616,Playlist 1616,Sample playlist description,User 1616,1616,User 1616,DE,Family
1617,Shake It Off,Billie Eilish,BE,2022-10-21,238457,7809357,441652,False,1617,The Weeknd,Hip-Hop,756376,23,1617,"Thank U, Next",9,1617,Playlist 1617,Sample playlist description,User 1617,1617,User 1617,CA,Free
1618,Dynamite,Ed Sheeran,Happier Than Ever,2004-02-08,213248,2753676,517689,True,1618,Ed Sheeran,R&B,105793,19,1618,Hollywood's Bleeding,47,1618,Playlist 1618,Sample playlist description,User 1618,1618,User 1618,US,Free
1619,Bad Guy,Taylor Swift,Justice,2018-10-07,260103,8388772,129860,False,1619,Adele,Pop,80606,87,1619,Happier Than Ever,41,1619,Playlist 1619,Sample playlist description,User 1619,1619,User 1619,AU,Premium
1620,Easy On Me,Justin Bieber,Happier Than Ever,2018-05-04,265783,5986991,662609,False,1620,Ed Sheeran,Country,969884,91,1620,"Thank U, Next",48,1620,Playlist 1620,Sample playlist description,User 1620,1620,User 1620,CA,Free
1621,Easy On Me,BTS,30,2003-05-11,270291,4344477,884211,True,1621,Adele,Rock,629907,78,1621,BE,3,1621,Playlist 1621,Sample playlist description,User 1621,1621,User 1621,DE,Premium
1622,Shake It Off,Ariana Grande,Divide,2006-03-13,257769,3009194,840628,True,1622,Taylor Swift,Rock,589445,13,1622,BE,14,1622,Playlist 1622,Sample playlist description,User 1622,1622,User 1622,AU,Family
1623,Bad Guy,Ariana Grande,1989,2004-07-08,253712,263603,288283,True,1623,Ed Sheeran,Pop,588713,54,1623,Views,48,1623,Playlist 1623,Sample playlist description,User 1623,1623,User 1623,CA,Free
1624,Peaches,The Weeknd,Justice,2005-07-13,280591,3424895,955866,False,1624,Taylor Swift,Pop,570033,45,1624,After Hours,43,1624,Playlist 1624,Sample playlist description,User 1624,1624,User 1624,US,Family
1625,7 rings,Taylor Swift,Justice,2023-08-22,278220,7970720,770164,True,1625,Adele,Country,850798,10,1625,Hollywood's Bleeding,16,1625,Playlist 1625,Sample playlist description,User 1625,1625,User 1625,CA,Free
1626,Bad Guy,Ed Sheeran,Divide,2018-09-05,273871,5605580,865611,False,1626,Ed Sheeran,Country,535324,12,1626,Hollywood's Bleeding,23,1626,Playlist 1626,Sample playlist description,User 1626,1626,User 1626,US,Premium
1627,Hotline Bling,The Weeknd,Divide,2006-02-23,274666,3101227,382094,True,1627,Ed Sheeran,Country,81198,20,1627,1989,27,1627,Playlist 1627,Sample playlist description,User 1627,1627,User 1627,AU,Premium
1628,Dynamite,Justin Bieber,1989,2020-09-05,216727,3320862,894869,True,1628,Ed Sheeran,Country,4479,57,1628,Justice,36,1628,Playlist 1628,Sample playlist description,User 1628,1628,User 1628,US,Free
1629,Shake It Off,BTS,After Hours,2021-11-17,236778,7622718,623976,False,1629,Billie Eilish,R&B,14581,57,1629,Hollywood's Bleeding,41,1629,Playlist 1629,Sample playlist description,User 1629,1629,User 1629,CA,Family
1630,Dynamite,BTS,Divide,2008-09-05,182830,2802001,205245,False,1630,Ed Sheeran,Rock,391988,29,1630,30,13,1630,Playlist 1630,Sample playlist description,User 1630,1630,User 1630,DE,Free
1631,Easy On Me,Taylor Swift,Justice,2015-05-20,290995,3147143,473794,True,1631,Justin Bieber,R&B,276184,72,1631,Justice,10,1631,Playlist 1631,Sample playlist description,User 1631,1631,User 1631,UK,Family
1632,Shape of You,Ed Sheeran,BE,2020-02-12,224125,1719827,224418,False,1632,Justin Bieber,Country,730765,24,1632,After Hours,31,1632,Playlist 1632,Sample playlist description,User 1632,1632,User 1632,CA,Free
1633,Shake It Off,BTS,Hollywood's Bleeding,2013-05-25,186311,4082805,85555,True,1633,Adele,Hip-Hop,695272,66,1633,Hollywood's Bleeding,49,1633,Playlist 1633,Sample playlist description,User 1633,1633,User 1633,DE,Family
1634,Circles,Billie Eilish,Divide,2000-03-19,194417,9608251,473369,True,1634,Drake,Hip-Hop,112817,88,1634,Happier Than Ever,37,1634,Playlist 1634,Sample playlist description,User 1634,1634,User 1634,DE,Premium
1635,Peaches,Drake,Justice,2007-02-12,285283,27345,723907,True,1635,Ed Sheeran,Hip-Hop,86859,51,1635,"Thank U, Next",2,1635,Playlist 1635,Sample playlist description,User 1635,1635,User 1635,US,Free
1636,Hotline Bling,Ariana Grande,Justice,2012-03-24,299179,9460320,692142,True,1636,Billie Eilish,Pop,930825,44,1636,"Thank U, Next",23,1636,Playlist 1636,Sample playlist description,User 1636,1636,User 1636,CA,Free
1637,Circles,BTS,30,2004-09-21,196851,7765575,583753,True,1637,Justin Bieber,Pop,369250,58,1637,BE,46,1637,Playlist 1637,Sample playlist description,User 1637,1637,User 1637,US,Free
1638,7 rings,Drake,After Hours,2010-07-27,252916,2012362,763815,False,1638,Ed Sheeran,R&B,665472,90,1638,Views,13,1638,Playlist 1638,Sample playlist description,User 1638,1638,User 1638,CA,Free
1639,Bad Guy,Justin Bieber,"Thank U, Next",2010-04-17,209431,5749366,375575,False,1639,Adele,Rock,263764,12,1639,Views,37,1639,Playlist 1639,Sample playlist description,User 1639,1639,User 1639,AU,Premium
1640,Hotline Bling,Ariana Grande,"Thank U, Next",2006-11-15,181381,1068800,262590,False,1640,BTS,Pop,798447,19,1640,Hollywood's Bleeding,48,1640,Playlist 1640,Sample playlist description,User 1640,1640,User 1640,AU,Free
1641,Shake It Off,Adele,Happier Than Ever,2000-09-05,204100,8892199,222049,True,1641,Justin Bieber,Pop,669880,66,1641,Justice,25,1641,Playlist 1641,Sample playlist description,User 1641,1641,User 1641,DE,Free
1642,Dynamite,Drake,Justice,2019-02-07,279535,8502609,825672,True,1642,Billie Eilish,Pop,58412,12,1642,Justice,29,1642,Playlist 1642,Sample playlist description,User 1642,1642,User 1642,CA,Family
1643,Peaches,Justin Bieber,Hollywood's Bleeding,2007-08-13,284971,6790067,460619,True,1643,Taylor Swift,Rock,346109,4,1643,After Hours,46,1643,Playlist 1643,Sample playlist description,User 1643,1643,User 1643,UK,Premium
1644,Peaches,Justin Bieber,BE,2008-08-02,214226,9524489,833986,True,1644,Taylor Swift,Rock,586149,68,1644,Justice,5,1644,Playlist 1644,Sample playlist description,User 1644,1644,User 1644,AU,Free
1645,Easy On Me,Adele,Views,2022-04-08,220488,2639432,796230,True,1645,Drake,Rock,928900,41,1645,"Thank U, Next",43,1645,Playlist 1645,Sample playlist description,User 1645,1645,User 1645,UK,Premium
1646,Peaches,BTS,Divide,2003-02-24,284079,2340632,811024,False,1646,Post Malone,R&B,313112,67,1646,Hollywood's Bleeding,47,1646,Playlist 1646,Sample playlist description,User 1646,1646,User 1646,UK,Free
1647,Blinding Lights,The Weeknd,Justice,2012-10-03,254125,8617874,606671,False,1647,Drake,R&B,574597,63,1647,1989,50,1647,Playlist 1647,Sample playlist description,User 1647,1647,User 1647,US,Free
1648,Circles,Taylor Swift,30,2023-06-13,263025,4415887,42791,False,1648,BTS,Country,321868,37,1648,BE,32,1648,Playlist 1648,Sample playlist description,User 1648,1648,User 1648,DE,Free
1649,Dynamite,Billie Eilish,Views,2015-06-25,198091,8517841,588691,False,1649,Adele,Pop,624425,36,1649,Justice,48,1649,Playlist 1649,Sample playlist description,User 1649,1649,User 1649,US,Free
1650,Shake It Off,Post Malone,Hollywood's Bleeding,2015-10-02,294260,7302624,772403,False,1650,Post Malone,Pop,985534,50,1650,Justice,14,1650,Playlist 1650,Sample playlist description,User 1650,1650,User 1650,DE,Family
1651,Peaches,Adele,"Thank U, Next",2005-06-22,279018,2426480,684465,False,1651,Ed Sheeran,Rock,958656,86,1651,Justice,41,1651,Playlist 1651,Sample playlist description,User 1651,1651,User 1651,DE,Family
1652,Circles,The Weeknd,Views,2021-02-25,223885,4293167,722335,True,1652,Billie Eilish,Hip-Hop,974086,17,1652,Divide,16,1652,Playlist 1652,Sample playlist description,User 1652,1652,User 1652,AU,Family
1653,Circles,Taylor Swift,30,2022-07-28,258978,1368974,148512,True,1653,Adele,Pop,94758,65,1653,After Hours,8,1653,Playlist 1653,Sample playlist description,User 1653,1653,User 1653,US,Premium
1654,Circles,Ed Sheeran,30,2008-03-06,251938,9352203,825219,False,1654,Drake,Pop,434431,55,1654,30,10,1654,Playlist 1654,Sample playlist description,User 1654,1654,User 1654,DE,Family
1655,Hotline Bling,Ariana Grande,Happier Than Ever,2009-05-02,298572,1976038,345438,True,1655,Billie Eilish,Country,535079,63,1655,"Thank U, Next",34,1655,Playlist 1655,Sample playlist description,User 1655,1655,User 1655,DE,Free
1656,Bad Guy,Ed Sheeran,BE,2013-01-22,193644,3692021,195716,False,1656,Drake,Pop,567458,23,1656,Happier Than Ever,42,1656,Playlist 1656,Sample playlist description,User 1656,1656,User 1656,UK,Free
1657,Easy On Me,Billie Eilish,Happier Than Ever,2004-08-06,186761,395650,53995,False,1657,Drake,R&B,793801,41,1657,Happier Than Ever,45,1657,Playlist 1657,Sample playlist description,User 1657,1657,User 1657,DE,Free
1658,Shape of You,Adele,Divide,2021-09-14,186846,1901786,964286,False,1658,Billie Eilish,Rock,139881,50,1658,Divide,26,1658,Playlist 1658,Sample playlist description,User 1658,1658,User 1658,DE,Premium
1659,Shake It Off,Billie Eilish,30,2009-01-13,267469,2591015,125753,False,1659,BTS,Pop,822176,20,1659,After Hours,50,1659,Playlist 1659,Sample playlist description,User 1659,1659,User 1659,UK,Family
1660,Blinding Lights,Drake,1989,2011-08-03,197194,4167990,479946,False,1660,Drake,Hip-Hop,318784,21,1660,After Hours,24,1660,Playlist 1660,Sample playlist description,User 1660,1660,User 1660,DE,Family
1661,Blinding Lights,Justin Bieber,BE,2010-05-27,266882,2085142,333779,True,1661,Taylor Swift,Pop,703376,90,1661,30,3,1661,Playlist 1661,Sample playlist description,User 1661,1661,User 1661,UK,Premium
1662,Peaches,Drake,After Hours,2007-01-27,218673,9916006,84099,False,1662,Ariana Grande,Rock,274650,45,1662,After Hours,44,1662,Playlist 1662,Sample playlist description,User 1662,1662,User 1662,DE,Family
1663,Hotline Bling,Adele,1989,2007-02-26,186445,7258253,189761,False,1663,BTS,Rock,566822,56,1663,30,30,1663,Playlist 1663,Sample playlist description,User 1663,1663,User 1663,DE,Premium
1664,Hotline Bling,Taylor Swift,1989,2021-10-27,222699,1175889,428558,True,1664,Drake,Country,317562,57,1664,Divide,42,1664,Playlist 1664,Sample playlist description,User 1664,1664,User 1664,UK,Premium
1665,Bad Guy,BTS,After Hours,2002-05-10,273048,5227881,348052,False,1665,Adele,Country,170185,7,1665,"Thank U, Next",46,1665,Playlist 1665,Sample playlist description,User 1665,1665,User 1665,AU,Family
1666,Hotline Bling,Ariana Grande,Hollywood's Bleeding,2012-10-07,238521,6036294,890953,True,1666,Justin Bieber,Rock,174005,55,1666,BE,27,1666,Playlist 1666,Sample playlist description,User 1666,1666,User 1666,AU,Family
1667,Hotline Bling,Post Malone,30,2013-08-04,200518,9783129,11535,True,1667,Ariana Grande,Rock,305920,7,1667,30,14,1667,Playlist 1667,Sample playlist description,User 1667,1667,User 1667,CA,Free
1668,7 rings,Ariana Grande,Hollywood's Bleeding,2016-07-25,292700,7756507,334480,True,1668,Drake,Pop,121860,80,1668,"Thank U, Next",4,1668,Playlist 1668,Sample playlist description,User 1668,1668,User 1668,DE,Free
1669,Shake It Off,Adele,"Thank U, Next",2010-08-06,232486,4336014,786477,False,1669,Drake,Country,978616,31,1669,"Thank U, Next",49,1669,Playlist 1669,Sample playlist description,User 1669,1669,User 1669,US,Free
1670,Blinding Lights,Ariana Grande,Justice,2007-07-02,195024,435938,875360,True,1670,BTS,Pop,480555,33,1670,BE,33,1670,Playlist 1670,Sample playlist description,User 1670,1670,User 1670,DE,Premium
1671,Easy On Me,Ed Sheeran,30,2023-11-10,299396,8720252,639714,True,1671,The Weeknd,Pop,143889,31,1671,BE,1,1671,Playlist 1671,Sample playlist description,User 1671,1671,User 1671,US,Premium
1672,Bad Guy,The Weeknd,30,2004-09-16,256924,6195576,879152,False,1672,Taylor Swift,R&B,907520,91,1672,Happier Than Ever,3,1672,Playlist 1672,Sample playlist description,User 1672,1672,User 1672,UK,Family
1673,Blinding Lights,Billie Eilish,Divide,2001-07-23,272462,7762383,214148,True,1673,Ed Sheeran,Hip-Hop,608941,0,1673,30,8,1673,Playlist 1673,Sample playlist description,User 1673,1673,User 1673,US,Premium
1674,Blinding Lights,Ariana Grande,Divide,2010-12-01,280567,5667411,895517,True,1674,BTS,Rock,424116,100,1674,Justice,2,1674,Playlist 1674,Sample playlist description,User 1674,1674,User 1674,AU,Free
1675,Shake It Off,Taylor Swift,Views,2011-03-12,271122,2151699,215025,False,1675,Post Malone,Country,856914,36,1675,Views,17,1675,Playlist 1675,Sample playlist description,User 1675,1675,User 1675,DE,Free
1676,Bad Guy,Ed Sheeran,Hollywood's Bleeding,2003-10-05,211765,1217107,501722,True,1676,Post Malone,Country,736332,40,1676,1989,21,1676,Playlist 1676,Sample playlist description,User 1676,1676,User 1676,CA,Free
